h3,n_total,n_parking,severity_mean,severity_sum,n_days,peak_share,weekend_share,persistence,top_violation,area,junction,police_station,top_vehicle,lat,lon,cis_raw,CIS,class,rank,total_days
8960169018bffff,49,49,0.4842857142857143,23.73,14,0.5306122448979592,0.22448979591836735,0.09271523178807947,WRONG PARKING,Begur Chikkanahalli,No Junction,Devanahalli Airport,CAR,13.190957585280307,77.67892497199065,8.782056385998107,27.17,Sporadic,648,151
8961892e98bffff,58,58,0.4332758620689655,25.13,19,0.3275862068965517,0.46551724137931033,0.12582781456953643,NO PARKING,Neelkanta Circle,No Junction,Halasur,CAR,12.981617141717877,77.61633082569821,8.735300479561545,27.12,Sporadic,649,151
8961892c9b3ffff,46,46,0.49,22.54,4,0.8260869565217391,0.5217391304347826,0.026490066225165563,WRONG PARKING,D Type Quarters,No Junction,Kodigehalli,CAR,13.028761170088776,77.58101069107194,8.722129801324503,27.1,Sporadic,650,151
8961892e967ffff,47,47,0.47063829787234046,22.12,26,0.44680851063829785,0.3617021276595745,0.17218543046357615,NO PARKING,Sulthangunta,No Junction,Pulikeshinagar(F.Town),CAR,12.99234684939873,77.60447301256455,8.669718472594054,27.04,Sporadic,652,151
89618920b3bffff,43,43,0.5079069767441861,21.84,13,0.6976744186046512,0.023255813953488372,0.08609271523178808,WRONG PARKING,TNR Layout,No Junction,HAL Old Airport,CAR,12.95672330298106,77.69841225317369,8.671283905744648,27.04,Sporadic,651,151
8960145a067ffff,44,44,0.5493181818181818,24.169999999999998,23,0.3181818181818182,0.29545454545454547,0.152317880794702,NO PARKING,Helmet Junction,No Junction,Byatarayanapura,CAR,12.947686274179866,77.53634174586222,8.637755568934377,27.0,Sporadic,653,151
8960145b33bffff,48,48,0.47104166666666664,22.61,32,0.3125,0.4375,0.2119205298013245,WRONG PARKING,Kirloskar Foundry,BTP023 - Mahalaxmi Layout Entrance,Malleshwaram,CAR,13.009614294006338,77.5518084744474,8.641212582781458,27.0,Recurring,654,151
8961892419bffff,55,55,0.42763636363636365,23.52,30,0.2545454545454545,0.5272727272727272,0.1986754966887417,NO PARKING,Akshaya Nagar,No Junction,Hulimavu,CAR,12.874705677366546,77.6169324340569,8.570399133052376,26.91,Sporadic,655,151
89618925d27ffff,48,48,0.4827083333333333,23.169999999999998,29,0.2916666666666667,0.3333333333333333,0.19205298013245034,WRONG PARKING,Sri Aurobindo Circle,"BTP177 - Aurobindo Circle, ORR",Jayanagara,CAR,12.917585911201643,77.58636545100751,8.555509713024282,26.89,Sporadic,656,151
896189253cbffff,45,45,0.5160222222222223,23.221,29,0.26666666666666666,0.26666666666666666,0.19205298013245034,NO PARKING,Thimma Reddy Layout,No Junction,Jeevanbheemanagar,MOTOR CYCLE,12.959031215006524,77.65387890369848,8.454699461368655,26.77,Sporadic,657,151
8960145b47bffff,47,47,0.48106382978723405,22.61,27,0.3404255319148936,0.10638297872340426,0.17880794701986755,WRONG PARKING,Dharmaprakash Devarao Shivaram Ubhayaker Circle,"BTP033 - Sophia High School, Sankey Road",High ground,CAR,12.987052699086208,77.5893374753803,8.443657827250952,26.75,Sporadic,658,151
8960145a8d7ffff,52,52,0.44557692307692304,23.169999999999998,17,0.4423076923076923,0.4423076923076923,0.11258278145695365,NO PARKING,Rajarajeshwari Layout,No Junction,Jnanabharathi,CAR,12.938214145169601,77.49229694733916,8.41650545084055,26.72,Sporadic,659,151
89601459347ffff,60,60,0.45383333333333337,27.23,18,0.13333333333333333,0.3,0.11920529801324503,NO PARKING,Vymac Circle,No Junction,Jalahalli,MOTOR CYCLE,13.067372657984176,77.52991038821965,8.388523090507727,26.68,Sporadic,660,151
896014592b7ffff,44,44,0.4581818181818182,20.16,27,0.5454545454545454,0.3181818181818182,0.17880794701986755,NO PARKING,Kalathur Layout,No Junction,Jalahalli,CAR,13.057717282887584,77.54478949638738,8.367431667670079,26.66,Sporadic,661,151
8961892447bffff,53,53,0.49,25.97,22,0.1509433962264151,0.41509433962264153,0.1456953642384106,WRONG PARKING,Zed Enclave,No Junction,Electronic City,CAR,12.882069794973072,77.6465494421687,8.359205298013245,26.65,Sporadic,662,151
8961892e4c7ffff,53,53,0.6286792452830189,33.32,4,0.0,0.0,0.026490066225165563,PARKING IN A MAIN ROAD,RMZ NXT,No Junction,Mahadevapura,SCOOTER,12.976985550065494,77.71382451091635,8.314553642384107,26.59,Sporadic,664,151
89601459e17ffff,54,54,0.4562962962962963,24.64,24,0.2037037037037037,0.2962962962962963,0.15894039735099338,WRONG PARKING,Havanoor Extension,No Junction,Chikkabanavara,CAR,13.05034093604352,77.50677289642434,8.31800951680157,26.59,Sporadic,663,151
8960145a65bffff,54,54,0.4446296296296296,24.009999999999998,14,0.3888888888888889,0.07407407407407407,0.09271523178807947,NO PARKING,K Mariyappa Circle,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),SCOOTER,12.957184398636516,77.57198846341707,8.265517586460632,26.53,Sporadic,665,151
8961892f473ffff,45,45,0.5397777777777778,24.29,19,0.28888888888888886,0.5111111111111111,0.12582781456953643,WRONG PARKING,Avalahalli South Taluka,No Junction,K.R. Pura,CAR,13.03572782390332,77.7371406432348,8.264533980868286,26.53,Sporadic,666,151
8961892e427ffff,50,50,0.5082,25.41,15,0.26,0.34,0.09933774834437085,WRONG PARKING,Grand Mall and Towers,No Junction,Mahadevapura,CAR,12.977049676839753,77.6969536664653,8.221666331125828,26.47,Sporadic,669,151
89618925b97ffff,55,55,0.43272727272727274,23.8,16,0.36363636363636365,0.2545454545454545,0.10596026490066225,NO PARKING,Siddapura Circle,BTP122 - Siddapura Junction,Wilson Garden,SCOOTER,12.945367286220227,77.58923879122379,8.224683925346177,26.47,Sporadic,667,151
8961892e073ffff,52,52,0.5128846153846154,26.669999999999998,18,0.1346153846153846,0.5192307692307693,0.11920529801324503,WRONG PARKING,IWF Campus,No Junction,Mahadevapura,CAR,12.998464151233883,77.69009087562041,8.222457463066736,26.47,Sporadic,668,151
8960145b2dbffff,57,57,0.4863157894736842,27.72,5,0.2631578947368421,0.0,0.033112582781456956,WRONG PARKING,Amale Layout,No Junction,R.T. Nagar,CAR,13.016977692824566,77.58984042361516,8.208366399442314,26.45,Sporadic,670,151
8961892e213ffff,45,45,0.4775555555555555,21.49,16,0.5555555555555556,0.6,0.10596026490066225,NO PARKING,KR Puram Extension,No Junction,K.R. Pura,CAR,13.013404910356554,77.69878292602378,8.191184694628403,26.43,Sporadic,672,151
89618925c67ffff,48,48,0.4972916666666667,23.87,12,0.4166666666666667,0.4791666666666667,0.07947019867549669,WRONG PARKING,Industrial Layout,BTP140 - Madiwala Check Post,Adugodi,CAR,12.93245760862983,77.61188927659902,8.192732008830022,26.43,Sporadic,671,151
8960145b627ffff,44,44,0.49477272727272725,21.77,10,0.6363636363636364,0.0,0.06622516556291391,WRONG PARKING,MD Nanjundaswamy Circle,No Junction,Sadashivanagar,MOPED,12.999897228289537,77.58353527587553,8.18059193257074,26.42,Sporadic,673,151
896189254cfffff,55,55,0.44710909090909084,24.590999999999998,21,0.21818181818181817,0.12727272727272726,0.1390728476821192,NO PARKING,Saffron Square,No Junction,HAL Old Airport,PASSENGER AUTO,12.927902903435582,77.68406283903744,8.17054851294401,26.4,Sporadic,674,151
8961892f537ffff,47,47,0.4587234042553191,21.56,23,0.425531914893617,0.48936170212765956,0.152317880794702,WRONG PARKING,Zero Tolerance Junction,No Junction,K.R. Pura,CAR,13.019786876174358,77.70853475355906,8.159929885867268,26.39,Sporadic,675,151
8960145a397ffff,43,43,0.5925581395348837,25.48,20,0.16279069767441862,0.20930232558139536,0.13245033112582782,WRONG PARKING,Sankranthi Industrial Estate,BTP098 - Nayandahalli Junction,Byatarayanapura,CAR,12.945569229769218,77.53029314681605,8.125659510241798,26.35,Sporadic,676,151
8960145b58fffff,45,45,0.4738222222222222,21.322,24,0.4222222222222222,0.3333333333333333,0.15894039735099338,WRONG PARKING,Jolly Mohalla,BTP085 - Briyand Circle,Chamarajpet,PASSENGER AUTO,12.9657381085696,77.57092841851312,8.121124615158203,26.34,Sporadic,677,151
89618925babffff,43,43,0.49,21.07,2,0.8372093023255814,0.0,0.013245033112582781,WRONG PARKING,Upparahalli,BTP184 - Lalbagh West Gate,Wilson Garden,CAR,12.95180546292622,77.58212644948817,8.035740397350994,26.23,Sporadic,678,151
89618925b83ffff,50,50,0.4228,21.14,18,0.5,0.1,0.11920529801324503,NO PARKING,B Venkata Reddy Nagar,BTP122 - Siddapura Junction,Wilson Garden,PASSENGER AUTO,12.948571668200072,77.58989435939898,7.9744,26.15,Sporadic,679,151
8960145b14bffff,48,48,0.4695833333333333,22.54,14,0.4375,0.2916666666666667,0.09271523178807947,WRONG PARKING,Mariappanapalya,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Malleshwaram,CAR,12.996773274802708,77.55761010772231,7.95915761589404,26.13,Sporadic,680,151
8961892cb9bffff,60,60,0.42233333333333334,25.34,7,0.3333333333333333,0.5166666666666667,0.046357615894039736,NO PARKING,RMZ Azure,No Junction,Hebbala,SCOOTER,13.05436981018982,77.59468269643907,7.949935540838853,26.11,Sporadic,681,151
8961892e3b3ffff,50,50,0.49560000000000004,24.78,29,0.04,0.58,0.19205298013245034,WRONG PARKING,Jyothipuram,No Junction,Banaswadi,CAR,12.998524712893984,77.6732233255761,7.864745324503312,26.0,Sporadic,682,151
8961892e44fffff,44,44,0.49318181818181817,21.7,13,0.5,0.4090909090909091,0.08609271523178808,WRONG PARKING,Munikadirappa Layout,No Junction,Mahadevapura,CAR,12.987694337138329,77.71039310887498,7.840741721854305,25.97,Sporadic,683,151
8960145901bffff,39,39,0.551025641025641,21.49,10,0.5641025641025641,0.15384615384615385,0.06622516556291391,WRONG PARKING,Sri Veera Madakari Nayaka Circle,No Junction,Jalahalli,CAR,13.047023143135748,77.54822105538076,7.802231142808626,25.92,Sporadic,684,151
8961892e87bffff,47,47,0.4274468085106383,20.09,11,0.6808510638297872,0.02127659574468085,0.0728476821192053,NO PARKING,Maruthi Sevanagar,No Junction,Banaswadi,SCOOTER,13.001876269571353,77.63172477606014,7.776134986614063,25.88,Sporadic,685,151
8960145b687ffff,44,44,0.46136363636363636,20.3,25,0.4090909090909091,0.25,0.16556291390728478,WRONG PARKING,Chavundaraya Circle,No Junction,High ground,CAR,12.99237478297548,77.5960470895886,7.7406429861529205,25.83,Sporadic,686,151
89618924247ffff,54,54,0.42648148148148146,23.029999999999998,26,0.16666666666666666,0.5740740740740741,0.17218543046357615,NO PARKING,HSR Layout,No Junction,HSR Layout,CAR,12.917394823889591,77.63691516042566,7.727505518763796,25.81,Sporadic,687,151
8960145b5b7ffff,42,42,0.5683333333333332,23.869999999999997,13,0.2857142857142857,0.16666666666666666,0.08609271523178808,WRONG PARKING,Sirsi Circle,"BTP089 - Police Quarters, Sultan Road",Chamarajpet,SCOOTER,12.96041691810413,77.56422171358516,7.700728476821192,25.78,Sporadic,688,151
8961892e893ffff,51,51,0.5510784313725491,28.105,11,0.0392156862745098,0.35294117647058826,0.0728476821192053,WRONG PARKING,New Binnamangla,No Junction,Jeevanbheemanagar,CAR,12.983675668526326,77.63924373238406,7.677872873652775,25.75,Sporadic,689,151
8961892e973ffff,46,46,0.4732608695652174,21.77,22,0.30434782608695654,0.391304347826087,0.1456953642384106,NO PARKING,Sarvanton Circle,No Junction,Pulikeshinagar(F.Town),CAR,12.991259861014468,77.60987206140794,7.658426490066226,25.72,Sporadic,690,151
8961892cb97ffff,44,44,0.4923863636363636,21.665,21,0.3181818181818182,0.4318181818181818,0.1390728476821192,WRONG PARKING,Esteem Mall,No Junction,Kodigehalli,CAR,13.050105705853861,77.59099927630028,7.617314870559904,25.66,Sporadic,691,151
89601459ebbffff,41,41,0.48829268292682926,20.02,29,0.34146341463414637,0.43902439024390244,0.19205298013245034,WRONG PARKING,Nelakadirena Halli,No Junction,Peenya,CAR,13.0471379809294,77.50611858990797,7.597834146341463,25.64,Sporadic,693,151
896014584c3ffff,45,45,0.4557777777777777,20.509999999999998,22,0.4,0.37777777777777777,0.1456953642384106,WRONG PARKING,Bilagula,BTP067 - Jai Muni Rao Circle,Magadi Road,CAR,12.978663142142524,77.53986398217545,7.597664635761589,25.64,Sporadic,692,151
8960145a643ffff,43,43,0.4606976744186046,19.81,27,0.37209302325581395,0.32558139534883723,0.17880794701986755,NO PARKING,Shri Ma Ramamurthy Circle,BTP217 - Baleyele Junction,V.V.Puram (C.Pet),SCOOTER,12.956125928712485,77.56896267104027,7.525298198059449,25.53,Sporadic,694,151
8960145b37bffff,37,37,0.5581081081081081,20.65,24,0.32432432432432434,0.6216216216216216,0.15894039735099338,PARKING IN A MAIN ROAD,Salarpuria Satva Luxuria,No Junction,Yeshwanthpura,PASSENGER AUTO,13.017081215699516,77.55614435817114,7.464603543941292,25.45,Sporadic,696,151
89601459b07ffff,41,41,0.5063414634146342,20.759999999999998,16,0.43902439024390244,0.24390243902439024,0.10596026490066225,WRONG PARKING,Bynapalya,No Junction,No Police Station,CAR,13.060055193205741,77.46665044877021,7.464345016960105,25.45,Sporadic,695,151
8961892eb07ffff,42,42,0.4716666666666666,19.81,27,0.35714285714285715,0.2857142857142857,0.17880794701986755,NO PARKING,AK Colony,No Junction,K.G. Halli,SCOOTER,13.007283135219431,77.61315240853881,7.465202649006623,25.45,Sporadic,697,151
896014595abffff,48,48,0.4739583333333333,22.75,13,0.3125,0.20833333333333334,0.08609271523178808,WRONG PARKING,Parimala Nagar,No Junction,Rajajinagar,CAR,13.019275224062188,77.536930732908,7.449495033112583,25.43,Sporadic,698,151
89601459517ffff,44,44,0.48681818181818176,21.419999999999998,24,0.25,0.5227272727272727,0.15894039735099338,WRONG PARKING,Police Quarters,No Junction,Rajajinagar,LGV,13.02033484534417,77.53995594350756,7.427491390728476,25.4,Sporadic,699,151
8960145a2d7ffff,43,43,0.5534883720930232,23.799999999999997,17,0.16279069767441862,0.3953488372093023,0.11258278145695365,PARKING IN A MAIN ROAD,AR Compound,BTP092 - Bangalore Builders Junction,Chamarajpet,CAR,12.960445064863405,77.55580047416036,7.401202525797011,25.36,Sporadic,700,151
896016960c3ffff,44,44,0.4677272727272727,20.58,7,0.5909090909090909,0.5454545454545454,0.046357615894039736,WRONG PARKING,Sector B,No Junction,Yelahanka,SCOOTER,13.098215646036618,77.583982401524,7.363699939795304,25.31,Sporadic,701,151
89618926b43ffff,45,45,0.448,20.16,26,0.3111111111111111,0.24444444444444444,0.17218543046357615,NO PARKING,Anjanapura Upavalaya,No Junction,Hulimavu,CAR,12.858784177580333,77.58838613440561,7.3507602649006625,25.29,Sporadic,702,151
8961892ed67ffff,39,39,0.46576923076923077,18.165,24,0.5384615384615384,0.28205128205128205,0.15894039735099338,NO PARKING,Prestige Hermitage,No Junction,Halasur,CAR,12.97732465793632,77.62107416179524,7.337068364747835,25.27,Sporadic,703,151
89618924e97ffff,43,43,0.48186046511627906,20.72,14,0.4418604651162791,0.3953488372093023,0.09271523178807947,WRONG PARKING,Syndicate Bank Colony,No Junction,J.P. Nagar,CAR,12.885477338405973,77.59665561521027,7.332958940397351,25.26,Sporadic,704,151
8960145a06fffff,38,38,0.5811842105263157,22.084999999999997,23,0.18421052631578946,0.2631578947368421,0.152317880794702,PARKING IN A MAIN ROAD,Bhel Circle,BTP096 - Gali Anjaneya Temple,Byatarayanapura,PASSENGER AUTO,12.9508898310072,77.5369963786555,7.311066434297663,25.23,Sporadic,705,151
8960145a037ffff,48,48,0.48854166666666665,23.45,14,0.20833333333333334,0.3333333333333333,0.09271523178807947,WRONG PARKING,Veerabhadra Nagara Circle,No Junction,Banashankari,MOTOR CYCLE,12.938075641485586,77.53437795816625,7.301077262693156,25.22,Sporadic,706,151
89618924cc7ffff,50,50,0.483,24.15,11,0.2,0.42,0.0728476821192053,WRONG PARKING,Prestige Notting Hill,No Junction,Hulimavu,SCOOTER,12.872659134753015,77.59403350951611,7.2865827814569535,25.2,Sporadic,707,151
8961892cc47ffff,48,48,0.4433333333333333,21.279999999999998,9,0.4583333333333333,0.2916666666666667,0.059602649006622516,NO PARKING,Rajath Greens,No Junction,K.G. Halli,CAR,13.037184809322651,77.62208665274072,7.263855187637969,25.16,Sporadic,708,151
89601459417ffff,42,42,0.5083333333333333,21.349999999999998,19,0.2857142857142857,0.21428571428571427,0.12582781456953643,WRONG PARKING,Shriniket Apartment,No Junction,Yeshwanthpura,CAR,13.027752174300023,77.56113588935219,7.251324503311259,25.15,Sporadic,709,151
89601459847ffff,44,44,0.4923863636363636,21.665,18,0.25,0.20454545454545456,0.11920529801324503,WRONG PARKING,Prestige Jindal City,No Junction,No Police Station,CAR,13.052526977102799,77.48756754808251,7.150884768211919,25.0,Sporadic,710,151
89618925c77ffff,42,42,0.46,19.32,28,0.2857142857142857,0.35714285714285715,0.18543046357615894,NO PARKING,Madiwala Check Post Junction,BTP140 - Madiwala Check Post,Adugodi,CAR,12.930310686186658,77.61426046401193,7.055364238410597,24.86,Sporadic,711,151
8961892185bffff,39,39,0.4576923076923076,17.849999999999998,14,0.6666666666666666,0.28205128205128205,0.09271523178807947,WRONG PARKING,Sri Sathya Sai Gokulam,No Junction,Mahadevapura,CAR,13.001417808358338,77.75825146769112,7.048582781456953,24.85,Sporadic,712,151
89618925c23ffff,28,28,0.68375,19.145,13,0.5357142857142857,0.07142857142857142,0.08609271523178808,PARKING IN A MAIN ROAD,Brindavan Nagar,No Junction,Mico Layout,CAR,12.926048129416692,77.61057744573026,7.041085430463577,24.84,Sporadic,713,151
896189259a7ffff,43,43,0.4248837209302325,18.27,6,0.7674418604651163,0.06976744186046512,0.039735099337748346,NO PARKING,Jagathguru Shri Sivaratripura Circle,"BTP114 - KR Road Junction, Near JSS",Banashankari,SCOOTER,12.925113614277189,77.57385779893012,7.023243492992453,24.81,Sporadic,714,151
896014514dbffff,42,42,0.49883333333333335,20.951,24,0.19047619047619047,0.2619047619047619,0.15894039735099338,NO PARKING,Hosahalli South Taluka,No Junction,Thalagattapura,CAR,12.875001059033211,77.5411461178543,7.0177591169977935,24.8,Sporadic,715,151
89618924e6bffff,46,46,0.4534782608695652,20.86,15,0.32608695652173914,0.08695652173913043,0.09933774834437085,NO PARKING,Narasimhaiah Garden,BTP222 - Delmia Circle,J.P. Nagar,CAR,12.906883683936961,77.58979561162617,7.002905614742297,24.78,Sporadic,716,151
8960145a46bffff,34,34,0.5188235294117647,17.64,9,0.7647058823529411,0.6470588235294118,0.059602649006622516,WRONG PARKING,Sri Srinivasa Nagar Circle,No Junction,Basavanagudi,SCOOTER,12.936931025861993,77.55661100094346,6.963367666536813,24.72,Sporadic,717,151
896014514d7ffff,35,35,0.508,17.78,15,0.6285714285714286,0.4857142857142857,0.09933774834437085,WRONG PARKING,Paramount Gardens,No Junction,Thalagattapura,CAR,12.870740024402117,77.53746779992174,6.957648741721854,24.71,Sporadic,718,151
8960145a6c3ffff,52,52,0.4352115384615385,22.631,11,0.23076923076923078,0.28846153846153844,0.0728476821192053,NO PARKING,Vanivilas Circle,BTP107 - National College Junction,V.V.Puram (C.Pet),SCOOTER,12.948630469633484,77.57304846211579,6.951855832908813,24.7,Sporadic,719,151
8961892731bffff,43,43,0.4672093023255814,20.09,20,0.3023255813953488,0.32558139534883723,0.13245033112582782,NO PARKING,Tulasi Layout,No Junction,Bellandur,SCOOTER,12.90440491078346,77.67643354735277,6.944401047281688,24.69,Sporadic,720,151
89601458683ffff,37,37,0.48243243243243245,17.85,16,0.5945945945945946,0.5675675675675675,0.10596026490066225,WRONG PARKING,Basaveshwara Nagar,BTP207 - 8th Main Road Basaveshwara Nagar,Vijayanagara,CAR,12.993621857898091,77.54011289490512,6.932969393234295,24.68,Sporadic,721,151
8960145b4a3ffff,33,33,0.4709090909090909,15.54,17,0.8787878787878788,0.5151515151515151,0.11258278145695365,WRONG PARKING,Cubbonpet,BTP075 - Police Corner,Halasuru Gate,CAR,12.971031136890277,77.58605945932764,6.913444431065623,24.65,Sporadic,722,151
89618925e87ffff,47,47,0.4423404255319149,20.79,17,0.2765957446808511,0.3617021276595745,0.11258278145695365,NO PARKING,MM Garden,No Junction,Adugodi,CAR,12.93989400006981,77.62465485834748,6.907658390869382,24.64,Sporadic,723,151
8961892cb17ffff,36,36,0.49874999999999997,17.955,11,0.6666666666666666,0.6944444444444444,0.0728476821192053,WRONG PARKING,Sterling Park,No Junction,Kodigehalli,MOTOR CYCLE,13.057598676641847,77.5869117506109,6.904549668874172,24.63,Sporadic,724,151
8960145b473ffff,43,43,0.4444186046511628,19.11,24,0.27906976744186046,0.23255813953488372,0.15894039735099338,NO PARKING,Chalukya Circle,BTP035 - Basaweshwara Circle (LH) Junction,High ground,CAR,12.983848374627044,77.58868183523094,6.736561959032804,24.38,Sporadic,725,151
89601690573ffff,47,47,0.48851063829787233,22.96,11,0.14893617021276595,0.1702127659574468,0.0728476821192053,WRONG PARKING,Chikkanahalli North Taluka,No Junction,Chikkajala,CAR,13.18558658073182,77.68908096161415,6.719447653938285,24.35,Sporadic,726,151
89618925b87ffff,54,54,0.4381481481481482,23.66,15,0.037037037037037035,0.2777777777777778,0.09933774834437085,NO PARKING,Siddapura Circle,No Junction,Wilson Garden,SCOOTER,12.947513430842381,77.58686798044789,6.685618444935002,24.3,Sporadic,727,151
89618920e9bffff,35,35,0.5349999999999999,18.724999999999998,14,0.45714285714285713,0.2,0.09271523178807947,WRONG PARKING,KSRTC Travel House Junction,No Junction,Whitefield,CAR,12.941544747114996,77.74877216044263,6.679067549668873,24.29,Sporadic,728,151
896189259d3ffff,46,46,0.49,22.54,9,0.1956521739130435,0.043478260869565216,0.059602649006622516,WRONG PARKING,LIC Colony Junction,No Junction,Jayanagara,SCOOTER,12.931461394998633,77.5920136842249,6.661923178807946,24.26,Sporadic,729,151
89618924a43ffff,37,37,0.5089189189189188,18.83,14,0.43243243243243246,0.13513513513513514,0.09271523178807947,WRONG PARKING,Jayanagar,"BTP191 - 40th Cross, 4th Main, Jayanagar",Jayanagara,SCOOTER,12.918674630614579,77.58096903580913,6.6317190621084645,24.22,Sporadic,730,151
89618920bcfffff,49,49,0.48999999999999994,24.009999999999998,12,0.04081632653061224,0.0,0.07947019867549669,WRONG PARKING,Purva Riviera,No Junction,HAL Old Airport,MAXI-CAB,12.957748075045457,77.70987781340443,6.6248,24.2,Sporadic,731,151
896016966b3ffff,42,42,0.4775,20.055,11,0.35714285714285715,0.3333333333333333,0.0728476821192053,WRONG PARKING,Yelahanka Circle,No Junction,Yelahanka,SCOOTER,13.09604937814309,77.59478215833411,6.610370860927154,24.18,Sporadic,732,151
8960145b457ffff,38,38,0.46421052631578946,17.64,23,0.39473684210526316,0.21052631578947367,0.152317880794702,NO PARKING,Prestige Minsk Square,BTP036 - Police Thimmaiah Circle (GPO),Cubbon Park,CAR,12.982761536334019,77.5940798328729,6.569531962356222,24.12,Sporadic,733,151
8961892728bffff,38,38,0.48447368421052633,18.41,16,0.42105263157894735,0.23684210526315788,0.10596026490066225,WRONG PARKING,SJR Palazza City,No Junction,Bellandur,CAR,12.906449211394646,77.69935654379263,6.55804112931335,24.1,Sporadic,734,151
89601459eb3ffff,39,39,0.49,19.11,24,0.23076923076923078,0.41025641025641024,0.15894039735099338,WRONG PARKING,Nelakadirena Halli,No Junction,Peenya,PASSENGER AUTO,13.043935031500645,77.50546430184082,6.553668874172185,24.09,Sporadic,735,151
89618924adbffff,40,40,0.49349999999999994,19.74,17,0.275,0.45,0.11258278145695365,NO PARKING,RK Colony,"BTP197 - 9th Cross, 24th Main, JP Nagar",J.P. Nagar,CAR,12.912234876445059,77.58808054455034,6.552895629139073,24.09,Sporadic,736,151
8961892e977ffff,34,34,0.5641176470588235,19.18,21,0.2647058823529412,0.35294117647058826,0.1390728476821192,PARKING IN A MAIN ROAD,Coles Park Junction,No Junction,Pulikeshinagar(F.Town),CAR,12.990201079542668,77.60684451492004,6.54525905726529,24.08,Sporadic,737,151
8960145a143ffff,30,30,0.56,16.8,14,0.6333333333333333,0.4666666666666667,0.09271523178807947,WRONG PARKING,Apple Spire,BTP098 - Nayandahalli Junction,Byatarayanapura,CAR,12.941307293829814,77.52661458699727,6.531899337748345,24.06,Sporadic,738,151
8960145956fffff,43,43,0.47860465116279066,20.58,21,0.13953488372093023,0.3023255813953488,0.1390728476821192,WRONG PARKING,Platinum City,No Junction,Yeshwanthpura,CAR,13.03317294817751,77.53415428490803,6.524871091945172,24.05,Sporadic,739,151
89601459443ffff,36,36,0.46472222222222226,16.73,18,0.5555555555555556,0.25,0.11920529801324503,NO PARKING,Devasandra,No Junction,Kodigehalli,CAR,13.03842345693307,77.5661280470242,6.486168064753495,23.99,Sporadic,740,151
8961892ec3bffff,46,46,0.42,19.32,11,0.391304347826087,0.45652173913043476,0.0728476821192053,NO PARKING,Old Binnamangala,No Junction,Jeevanbheemanagar,CAR,12.979382286303746,77.64398800031888,6.485245033112583,23.98,Sporadic,742,151
89618925bcfffff,38,38,0.43842105263157893,16.66,25,0.4473684210526316,0.2631578947368421,0.16556291390728478,NO PARKING,Sri Jai Maruthi Eat Out Junction,"BTP102 - BMTC Junction, KH Road",Wilson Garden,CAR,12.958184851330957,77.5918611747243,6.480037364935518,23.98,Sporadic,741,151
89601458367ffff,40,40,0.49524999999999997,19.81,6,0.425,0.0,0.039735099337748346,WRONG PARKING,Peenya,No Junction,Kamakshipalya,CAR,13.015132203353813,77.49115994056531,6.465144370860927,23.95,Sporadic,743,151
896014583cbffff,37,37,0.4824324324324324,17.849999999999998,17,0.43243243243243246,0.2972972972972973,0.11258278145695365,WRONG PARKING,M Ramaiah Layout,No Junction,Peenya,BUS (BMTC/KSRTC),13.01188199240873,77.50733968415042,6.451048147485232,23.93,Sporadic,744,151
896189266bbffff,38,38,0.5010526315789473,19.04,24,0.21052631578947367,0.3684210526315789,0.15894039735099338,WRONG PARKING,Columbia Aaltius,No Junction,Electronic City,SCOOTER,12.837009891275565,77.67949692534393,6.453292436388986,23.93,Sporadic,746,151
8961892412fffff,37,37,0.49,18.13,1,0.7027027027027027,1.0,0.006622516556291391,WRONG PARKING,Windchimes,No Junction,Hulimavu,MOTOR CYCLE,12.883329958719504,77.59902614157349,6.453072847682119,23.93,Sporadic,745,151
8961892e447ffff,35,35,0.552,19.32,13,0.34285714285714286,0.14285714285714285,0.08609271523178808,WRONG PARKING,ESI Road Junction,No Junction,Mahadevapura,CAR,12.9844881435132,77.70973531771631,6.43229880794702,23.9,Sporadic,747,151
8961892e47bffff,30,30,0.5366666666666666,16.099999999999998,14,0.6666666666666666,0.26666666666666666,0.09271523178807947,WRONG PARKING,ESI Road Junction,No Junction,Mahadevapura,CAR,12.986636178476815,77.70736184200719,6.357545253863134,23.78,Sporadic,748,151
89618924a1bffff,40,40,0.48825,19.53,7,0.4,0.55,0.046357615894039736,WRONG PARKING,IG Circle,BTP196 - Sarakki Main Road,J.P. Nagar,CAR,12.91226607835788,77.57965836229366,6.349966092715233,23.77,Sporadic,749,151
8961892cb53ffff,49,49,0.43142857142857144,21.14,4,0.30612244897959184,0.5714285714285714,0.026490066225165563,NO PARKING,Park View Layout,No Junction,Hebbala,SCOOTER,13.066127108161414,77.59427857294031,6.35177142857143,23.77,Sporadic,750,151
89618924e47ffff,52,52,0.42134615384615387,21.91,16,0.057692307692307696,0.3076923076923077,0.10596026490066225,NO PARKING,Rose Garden Road,BTP222 - Delmia Circle,J.P. Nagar,CAR,12.902589836914535,77.59453675362701,6.3285634233316355,23.73,Sporadic,751,151
